"term","estimate","std.error","statistic","p.value"
"(Intercept)",753.501308849073,157.268467878243,4.79117854338374,7.63369730715221e-06
"tasa_intervencion",0.555735015702773,0.517541024466226,1.07379896362021,0.286181762422912
"InflacionIPC",-1.75847174154524,0.608781233569958,-2.88851174211363,0.00499281244755109
"TRM",0.00607416086346473,0.00426143479535717,1.42537928072548,0.157986770043099
"`Índice de confianza del consumidor (ICC)`",-6.64977516649005,1.49882451672278,-4.43666025761972,2.92389948776225e-05
"dummy_dic",32.1569567869191,4.34047515053312,7.40862593879139,1.22457184331057e-10
"dummy_pan",-40.5571931684028,4.87750049550547,-8.31515921029132,2.11732413502033e-12
