"term","estimate","std.error","statistic","p.value"
"(Intercept)",577.698866448757,149.89810638805,3.85394372463407,0.000237247754030356
"tasa_intervencion",2.55915775570473,0.680488017866389,3.76076828469185,0.00032582145369824
"InflacionIPC",2.10655372689771,1.09601279626317,1.92201563164222,0.0582557197122379
"interaccion",-0.397647630460687,0.0971807704698003,-4.09183451148146,0.000103456237142944
"TRM",0.0104354084675247,0.004034636808749,2.58645547596647,0.0115572059256051
"`Índice de confianza del consumidor (ICC)`",-5.21015284680441,1.41314173530592,-3.68692871821277,0.000417594572098786
"dummy_dic",32.8476910584781,3.96707622871,8.28007559339474,2.69540904143003e-12
"dummy_pan",-35.7257728812758,4.60771922168054,-7.75346134659781,2.82160267589127e-11
